C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_39_863.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_39_863.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_39_863.jpg, 0, 0, 0, 8.141638E-05
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_39_971.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_39_971.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_39_971.jpg, 0, 0, 0, 7.984608E-05
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_088.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_088.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_088.jpg, 0, 0, 0, 7.860114E-05
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_213.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_213.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_213.jpg, -0.2624424, 0.2624424, 0, 0.1724714
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_314.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_314.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_314.jpg, -0.5629947, 0.5629947, 0, 0.6570507
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_432.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_432.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_432.jpg, -0.2054046, 0.9205847, 0, 1.731989
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_539.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_539.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_539.jpg, 0, 1, 0, 2.875953
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_656.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_656.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_656.jpg, -0.0622659, 1, 0, 4.289869
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_758.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_758.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_758.jpg, 0, 1, 0, 5.446684
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_860.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_860.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_860.jpg, 0, 1, 0, 6.598132
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_40_969.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_40_969.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_40_969.jpg, 0, 1, 0, 7.965468
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_082.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_082.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_082.jpg, -0.0638523, 1, 0, 9.091926
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_185.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_185.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_185.jpg, -0.3167355, 1, 0, 10.17653
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_300.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_300.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_300.jpg, -0.7194021, 1, 0, 11.35844
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_415.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_415.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_415.jpg, -0.6556946, 1, 0, 12.34209
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_517.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_517.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_517.jpg, -0.3245486, 1, 0, 13.741
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_625.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_625.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_625.jpg, -0.0003614426, 1, 0, 14.66612
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_741.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_741.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_741.jpg, 0, 1, 0, 15.93947
C:\Users\JYP2098\Desktop\Simu\IMG\center_2020_06_09_13_39_41_853.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\left_2020_06_09_13_39_41_853.jpg, C:\Users\JYP2098\Desktop\Simu\IMG\right_2020_06_09_13_39_41_853.jpg, 0, 1, 0, 17.22296
